,date,new_cases_rolling7,new_deaths_rolling7,full_vac_rolling7,resident_gg_rolling7,new_cases,new_deaths,full_vac,resident_gg
445,2022-03-22,173314.0,579.0,350021056.0,11.571428571428571,25164,80,50048054,12
446,2022-03-23,173280.0,584.0,350140581.0,11.571428571428571,25422,82,50066836,12
447,2022-03-24,173233.0,586.0,350263949.0,11.571428571428571,27024,82,50092213,12
448,2022-03-25,172851.0,583.0,350389214.0,11.428571428571429,25422,84,50129087,13
449,2022-03-26,173676.0,583.0,350513712.0,11.285714285714286,25821,84,50134795,9
450,2022-03-27,174870.0,576.0,350638259.0,11.142857142857142,24635,81,50137908,8
451,2022-03-28,175166.0,571.0,350762702.0,11.0,21678,78,50153809,11
452,2022-03-29,175391.0,578.0,350885907.0,11.0,25389,87,50171259,12
453,2022-03-30,177529.0,581.0,351014316.0,10.857142857142858,27560,85,50195245,11
454,2022-03-31,178884.0,591.0,351144070.0,10.714285714285714,28379,92,50221967,11
455,2022-04-01,181491.0,603.0,351271331.0,10.571428571428571,28029,96,50256348,12
456,2022-04-02,182510.0,616.0,351399631.0,10.714285714285714,26840,97,50263095,10
457,2022-04-03,182767.0,632.0,351530284.0,10.857142857142858,24892,97,50268561,9
458,2022-04-04,182177.0,645.0,351670033.0,10.857142857142858,21088,91,50293558,11
459,2022-04-05,181803.0,652.0,351820817.0,10.571428571428571,25015,94,50322043,10
460,2022-04-06,179006.0,663.0,351957639.0,11.142857142857142,24763,96,50332067,15
461,2022-04-07,174266.0,668.0,352112237.0,11.142857142857142,23639,97,50376565,11
462,2022-04-08,169876.0,671.0,352305149.0,11.142857142857142,23639,99,50449260,12
463,2022-04-09,168175.0,682.0,352501835.0,10.857142857142858,25139,108,50459781,8
464,2022-04-10,165670.0,690.0,352697307.0,10.571428571428571,22387,105,50464033,7
465,2022-04-11,164564.0,700.0,352901997.0,10.571428571428571,19982,101,50498248,11
466,2022-04-12,160320.0,727.0,353104790.0,10.714285714285714,20771,121,50524836,11
467,2022-04-13,155929.0,755.0,353298760.0,10.857142857142858,20372,124,50526037,16
468,2022-04-14,152579.0,777.0,353449240.0,11.857142857142858,20289,119,50527045,18
469,2022-04-15,147832.0,803.0,353528246.0,12.857142857142858,18892,125,50528266,19
470,2022-04-16,140468.0,823.0,353598532.0,13.428571428571429,17775,128,50530067,12
471,2022-04-17,135075.0,842.0,353667428.0,13.571428571428571,16994,124,50532929,8
472,2022-04-18,131984.0,870.0,353751832.0,13.714285714285714,16891,129,50582652,12
473,2022-04-19,131668.0,877.0,353856689.0,13.714285714285714,20455,128,50629693,11
474,2022-04-20,133227.0,882.0,354008371.0,13.0,21931,129,50677719,11
475,2022-04-21,134746.0,891.0,354230043.0,12.142857142857142,21808,128,50748717,12
476,2022-04-22,135906.0,895.0,354559027.0,11.285714285714286,20052,129,50857250,13
477,2022-04-23,135915.0,893.0,354906016.0,10.857142857142858,17784,126,50877056,9
478,2022-04-24,133915.0,893.0,355260686.0,10.857142857142858,14994,124,50887599,8
479,2022-04-25,130840.0,884.0,355609534.0,10.571428571428571,13816,120,50931500,10
480,2022-04-26,125272.0,881.0,355956052.0,10.428571428571429,14887,125,50976211,10
481,2022-04-27,117778.0,879.0,356303214.0,10.285714285714286,14437,127,51024881,10
482,2022-04-28,112912.0,876.0,356647431.0,10.0,16942,125,51092934,10
483,2022-04-29,119801.0,872.0,356976956.0,9.714285714285714,26941,125,51186775,11
484,2022-04-30,113552.0,871.0,357300228.0,9.285714285714286,11535,125,51200328,6
485,2022-05-01,115500.0,872.0,357620866.0,9.142857142857142,16942,125,51208237,7
486,2022-05-02,120736.0,877.0,357923121.0,7.714285714285714,19052,125,51233755,0
487,2022-05-03,115137.0,877.0,358215393.0,6.285714285714286,9288,125,51268483,0
